,Name,Team,Number,Position,Age,Height,Weight,College,Salary,Age Group
229,Jeremy Evans,Dallas Mavericks,21,SF,28,154.501388567178,200,Western Kentucky,1100602.0,26-30
230,Raymond Felton,Dallas Mavericks,2,PG,31,174.52170609285514,205,North Carolina,3950313.0,31-35
231,Devin Harris,Dallas Mavericks,34,PG,33,153.7357379418682,185,Wisconsin,4053446.0,31-35
232,David Lee,Dallas Mavericks,42,PF,33,150.91248381031045,245,Florida,2085671.0,31-35
233,Wesley Matthews,Dallas Mavericks,23,SG,29,150.00593569569057,220,Marquette,16407500.0,26-30
234,JaVale McGee,Dallas Mavericks,11,C,28,155.6684783547933,270,Nevada,1270964.0,26-30
235,Salah Mejri,Dallas Mavericks,50,C,29,153.5141316674549,245,Unknown,525093.0,26-30
236,Dirk Nowitzki,Dallas Mavericks,41,PF,37,153.5285577766334,245,Unknown,8333334.0,36 and above
237,Zaza Pachulia,Dallas Mavericks,27,C,32,178.67161510956592,275,Unknown,5200000.0,31-35
238,Chandler Parsons,Dallas Mavericks,25,SF,27,151.45781526765484,230,Florida,15361500.0,26-30
239,Dwight Powell,Dallas Mavericks,7,PF,24,175.98614774212427,240,Stanford,845059.0,20-25
240,Charlie Villanueva,Dallas Mavericks,3,PF,31,177.164100670245,232,Connecticut,947276.0,31-35
241,Deron Williams,Dallas Mavericks,8,PG,31,169.30136849929258,200,Illinois,5378974.0,31-35
242,Trevor Ariza,Houston Rockets,1,SF,30,178.83823963591132,215,UCLA,8193030.0,26-30
243,Michael Beasley,Houston Rockets,8,SF,27,155.86707203930627,235,Kansas State,306527.0,26-30
244,Patrick Beverley,Houston Rockets,2,PG,27,162.31951962943,185,Arkansas,6486486.0,26-30
245,Corey Brewer,Houston Rockets,33,SG,30,175.49390930356876,186,Florida,8229375.0,26-30
246,Clint Capela,Houston Rockets,15,PF,22,153.30307955910817,240,Unknown,1242720.0,20-25
247,Sam Dekker,Houston Rockets,7,SF,22,174.83356245100853,230,Wisconsin,1646400.0,20-25
248,Andrew Goudelock,Houston Rockets,0,PG,27,152.02012446759898,200,Charleston,200600.0,26-30
249,James Harden,Houston Rockets,13,SG,26,156.02967839126623,220,Arizona State,15756438.0,26-30
250,Montrezl Harrell,Houston Rockets,35,PF,22,178.6247582548989,240,Louisville,1000000.0,20-25
251,Dwight Howard,Houston Rockets,12,C,30,166.24176223396512,265,Unknown,22359364.0,26-30
252,Terrence Jones,Houston Rockets,6,PF,24,156.27450177004772,252,Kentucky,2489530.0,20-25
253,K.J. McDaniels,Houston Rockets,32,SG,23,152.5982442488423,205,Clemson,3189794.0,20-25
254,Donatas Motiejunas,Houston Rockets,20,PF,25,171.89974971639955,222,Unknown,2288205.0,20-25
255,Josh Smith,Houston Rockets,5,C,30,160.24671611349547,225,Unknown,947276.0,26-30
256,Jason Terry,Houston Rockets,31,SG,38,156.41281698627793,185,Arizona,947276.0,36 and above
257,Jordan Adams,Memphis Grizzlies,3,SG,21,179.41851449920216,209,UCLA,1404600.0,20-25
258,Tony Allen,Memphis Grizzlies,9,SG,34,179.60403336313158,213,Oklahoma State,5158539.0,31-35
259,Chris Andersen,Memphis Grizzlies,7,PF,37,168.96722867554615,245,Blinn College,5000000.0,36 and above
260,Matt Barnes,Memphis Grizzlies,22,SF,36,166.21667887231976,226,UCLA,3542500.0,36 and above
261,Vince Carter,Memphis Grizzlies,15,SG,39,171.60353184347835,220,North Carolina,4088019.0,36 and above
262,Mike Conley,Memphis Grizzlies,11,PG,28,172.8657833812436,175,Ohio State,9588426.0,26-30
263,Bryce Cotton,Memphis Grizzlies,8,PG,23,150.56187411285435,165,Providence,700902.0,20-25
264,Jordan Farmar,Memphis Grizzlies,4,PG,29,153.9502121412277,180,UCLA,4833969.545861297,26-30
265,Marc Gasol,Memphis Grizzlies,33,C,31,163.66479979053258,255,Unknown,19688000.0,31-35
266,JaMychal Green,Memphis Grizzlies,0,PF,25,169.37621949247045,227,Alabama,845059.0,20-25
267,P.J. Hairston,Memphis Grizzlies,19,SF,23,160.0296975343491,230,North Carolina,1201440.0,20-25
268,Jarell Martin,Memphis Grizzlies,10,PF,22,169.3814977146637,239,LSU,1230840.0,20-25
269,Ray McCallum,Memphis Grizzlies,5,PG,24,151.92717387071656,190,Detroit,4833969.545861297,20-25
270,Xavier Munford,Memphis Grizzlies,14,PG,24,168.32275341201765,180,Rhode Island,4833969.545861297,20-25
271,Zach Randolph,Memphis Grizzlies,50,PF,34,170.24072175631184,260,Michigan State,9638555.0,31-35
272,Lance Stephenson,Memphis Grizzlies,1,SF,25,158.28736005325325,230,Cincinnati,9000000.0,20-25
273,Alex Stepheson,Memphis Grizzlies,35,PF,28,170.30161113252967,270,USC,4833969.545861297,26-30
274,Brandan Wright,Memphis Grizzlies,34,PF,28,171.9612601891189,210,North Carolina,5464000.0,26-30
275,Alexis Ajinca,New Orleans Pelicans,42,C,28,157.66910129679292,248,Unknown,4389607.0,26-30
276,Ryan Anderson,New Orleans Pelicans,33,PF,28,159.99585390194542,240,California,8500000.0,26-30
277,Omer Asik,New Orleans Pelicans,3,C,29,151.10654341520637,255,Unknown,9213483.0,26-30
278,Luke Babbitt,New Orleans Pelicans,8,SF,26,163.629662989081,225,Nevada,1100602.0,26-30
279,Norris Cole,New Orleans Pelicans,30,PG,27,165.56240839420792,175,Cleveland State,3036927.0,26-30
280,Dante Cunningham,New Orleans Pelicans,44,PF,29,174.75537539724806,230,Villanova,2850000.0,26-30
281,Anthony Davis,New Orleans Pelicans,23,PF,23,156.98427959473938,253,Kentucky,7070730.0,20-25
282,Bryce Dejean-Jones,New Orleans Pelicans,31,SG,23,159.0355206629901,203,Iowa State,169883.0,20-25
283,Toney Douglas,New Orleans Pelicans,16,PG,30,152.57245770565478,195,Florida State,1164858.0,26-30
284,James Ennis,New Orleans Pelicans,4,SF,25,170.6139204366734,210,Long Beach State,845059.0,20-25
285,Tyreke Evans,New Orleans Pelicans,1,SG,26,168.21592696667355,220,Memphis,10734586.0,26-30
286,Tim Frazier,New Orleans Pelicans,2,PG,25,177.52695281924295,170,Penn State,845059.0,20-25
287,Alonzo Gee,New Orleans Pelicans,15,SF,29,168.2021107513393,225,Alabama,1320000.0,26-30
288,Eric Gordon,New Orleans Pelicans,10,SG,27,167.73279429294874,215,Indiana,15514031.0,26-30
289,Jordan Hamilton,New Orleans Pelicans,25,SG,25,178.82196815263634,220,Texas,1015421.0,20-25
290,Jrue Holiday,New Orleans Pelicans,11,PG,25,150.7281177593637,205,UCLA,10595507.0,20-25
291,Orlando Johnson,New Orleans Pelicans,0,SG,27,169.11636416132256,220,UC Santa Barbara,55722.0,26-30
292,Kendrick Perkins,New Orleans Pelicans,5,C,31,177.74477576408032,270,Unknown,947276.0,31-35
293,Quincy Pondexter,New Orleans Pelicans,20,SF,28,154.06411042962213,220,Washington,3382023.0,26-30
294,LaMarcus Aldridge,San Antonio Spurs,12,PF,30,175.44097296402043,240,Texas,19689000.0,26-30
295,Kyle Anderson,San Antonio Spurs,1,SF,22,172.7187592918635,230,UCLA,1142880.0,20-25
296,Matt Bonner,San Antonio Spurs,15,C,36,153.53695246139114,235,Florida,947276.0,36 and above
297,Boris Diaw,San Antonio Spurs,33,C,34,175.3646896484352,250,Unknown,7500000.0,31-35
298,Tim Duncan,San Antonio Spurs,21,C,40,166.80284067627358,250,Wake Forest,5250000.0,36 and above
299,Manu Ginobili,San Antonio Spurs,20,SG,38,154.52362847017437,205,Unknown,2814000.0,36 and above
300,Danny Green,San Antonio Spurs,14,SG,28,151.20779084597595,215,North Carolina,10000000.0,26-30
301,Kawhi Leonard,San Antonio Spurs,2,SF,24,159.7576542106153,230,San Diego State,16407500.0,20-25
302,Boban Marjanovic,San Antonio Spurs,40,C,27,167.33378135701957,290,Unknown,1200000.0,26-30
303,Kevin Martin,San Antonio Spurs,23,SG,33,164.44197013290815,199,Western Carolina,200600.0,31-35
304,Andre Miller,San Antonio Spurs,24,PG,40,158.15076492476442,200,Utah,250750.0,36 and above
305,Patty Mills,San Antonio Spurs,8,PG,27,164.78476410369515,185,Saint Mary's,3578947.0,26-30
306,Tony Parker,San Antonio Spurs,9,PG,34,177.72859893222412,185,Unknown,13437500.0,31-35
307,Jonathon Simmons,San Antonio Spurs,17,SG,26,172.82093395829196,195,Houston,525093.0,26-30
308,David West,San Antonio Spurs,30,PF,35,174.53163379347487,250,Xavier,1499187.0,31-35
309,Kent Bazemore,Atlanta Hawks,24,SF,26,166.9263126759031,201,Old Dominion,2000000.0,26-30
310,Tim Hardaway Jr.,Atlanta Hawks,10,SG,24,168.31336593945193,205,Michigan,1304520.0,20-25
311,Kirk Hinrich,Atlanta Hawks,12,SG,35,167.0075533779002,190,Kansas,2854940.0,31-35
312,Al Horford,Atlanta Hawks,15,C,30,170.08875391013598,245,Florida,12000000.0,26-30
313,Kris Humphries,Atlanta Hawks,43,PF,31,162.47252346430284,235,Minnesota,1000000.0,31-35
314,Kyle Korver,Atlanta Hawks,26,SG,35,175.4262049960189,212,Creighton,5746479.0,31-35
315,Paul Millsap,Atlanta Hawks,4,PF,31,176.79512140438533,246,Louisiana Tech,18671659.0,31-35
316,Mike Muscala,Atlanta Hawks,31,PF,24,152.23035487078104,240,Bucknell,947276.0,20-25
317,Lamar Patterson,Atlanta Hawks,13,SG,24,173.45990758831863,225,Pittsburgh,525093.0,20-25
318,Dennis Schroder,Atlanta Hawks,17,PG,22,160.87985073933663,172,Unknown,1763400.0,20-25
319,Mike Scott,Atlanta Hawks,32,PF,27,179.44162511006297,237,Virginia,3333333.0,26-30
320,Thabo Sefolosha,Atlanta Hawks,25,SF,32,163.4997466917821,220,Unknown,4000000.0,31-35
321,Tiago Splitter,Atlanta Hawks,11,C,31,176.5075847953459,245,Unknown,9756250.0,31-35
322,Walter Tavares,Atlanta Hawks,22,C,24,159.95813618357965,260,Unknown,1000000.0,20-25
323,Jeff Teague,Atlanta Hawks,0,PG,27,169.36503331322757,186,Wake Forest,8000000.0,26-30
324,Nicolas Batum,Charlotte Hornets,5,SG,27,161.61391339843883,200,Unknown,13125306.0,26-30
325,Troy Daniels,Charlotte Hornets,30,SG,24,152.70789488511716,205,Virginia Commonwealth,947276.0,20-25
326,Jorge Gutierrez,Charlotte Hornets,12,PG,27,158.8207743271341,189,California,189455.0,26-30
327,Tyler Hansbrough,Charlotte Hornets,50,PF,30,169.7273362785935,250,North Carolina,947276.0,26-30
328,Aaron Harrison,Charlotte Hornets,9,SG,21,162.2150981814355,210,Kentucky,525093.0,20-25
329,Spencer Hawes,Charlotte Hornets,0,PF,28,167.11705553819115,245,Washington,6110034.0,26-30
330,Al Jefferson,Charlotte Hornets,25,C,31,172.3983973792324,289,Unknown,13500000.0,31-35
331,Frank Kaminsky III,Charlotte Hornets,44,C,23,166.59159030124204,240,Wisconsin,2612520.0,20-25
332,Michael Kidd-Gilchrist,Charlotte Hornets,14,SF,22,163.9429073374811,232,Kentucky,6331404.0,20-25
333,Jeremy Lamb,Charlotte Hornets,3,SG,24,173.27571793837203,185,Connecticut,3034356.0,20-25
334,Courtney Lee,Charlotte Hornets,1,SG,30,157.07119482351234,200,Western Kentucky,5675000.0,26-30
335,Jeremy Lin,Charlotte Hornets,7,PG,27,162.40384171258643,200,Harvard,2139000.0,26-30
336,Kemba Walker,Charlotte Hornets,15,PG,26,167.59704746370193,184,Connecticut,12000000.0,26-30
337,Marvin Williams,Charlotte Hornets,2,PF,29,172.5711447689201,237,North Carolina,7000000.0,26-30
338,Cody Zeller,Charlotte Hornets,40,C,23,173.58513723660946,240,Indiana,4204200.0,20-25
339,Chris Bosh,Miami Heat,1,PF,32,172.73449967899944,235,Georgia Tech,22192730.0,31-35
340,Luol Deng,Miami Heat,9,SF,31,158.4083399725877,220,Duke,10151612.0,31-35
341,Goran Dragic,Miami Heat,7,PG,30,157.10535942642116,190,Unknown,14783000.0,26-30
342,Gerald Green,Miami Heat,14,SF,30,164.14779843367998,205,Unknown,947276.0,26-30
343,Udonis Haslem,Miami Heat,40,PF,36,167.1804900010162,235,Florida,2854940.0,36 and above
344,Joe Johnson,Miami Heat,2,SF,34,157.36515089563787,240,Arkansas,261894.0,31-35
345,Tyler Johnson,Miami Heat,8,SG,24,176.6295173455795,186,Fresno State,845059.0,20-25
346,Josh McRoberts,Miami Heat,4,PF,29,174.42783387151363,240,Duke,5543725.0,26-30
347,Josh Richardson,Miami Heat,0,SG,22,160.69856937102554,200,Tennessee,525093.0,20-25
348,Amar'e Stoudemire,Miami Heat,5,PF,33,169.9577622485572,245,Unknown,947276.0,31-35
349,Dwyane Wade,Miami Heat,3,SG,34,179.5788293220067,220,Marquette,20000000.0,31-35
350,Briante Weber,Miami Heat,12,PG,23,158.0906325159913,165,Virginia Commonwealth,4833969.545861297,20-25
351,Hassan Whiteside,Miami Heat,21,C,26,173.32015058433655,265,Marshall,981348.0,26-30
352,Justise Winslow,Miami Heat,20,SF,20,164.500008975993,225,Duke,2481720.0,20-25
353,Dorell Wright,Miami Heat,11,SF,30,177.62742483775864,205,Unknown,4833969.545861297,26-30
354,Dewayne Dedmon,Orlando Magic,3,C,26,155.30363272599536,245,USC,947276.0,26-30
355,Evan Fournier,Orlando Magic,10,SG,23,171.55469812464528,205,Unknown,2288205.0,20-25
356,Aaron Gordon,Orlando Magic,0,PF,20,163.67824868888164,220,Arizona,4171680.0,20-25
357,Mario Hezonja,Orlando Magic,23,SG,21,173.9379262411695,218,Unknown,3741480.0,20-25
358,Ersan Ilyasova,Orlando Magic,7,PF,29,168.3558330220594,235,Unknown,7900000.0,26-30
359,Brandon Jennings,Orlando Magic,55,PG,26,178.08029659134223,169,Unknown,8344497.0,26-30
360,Devyn Marble,Orlando Magic,11,SF,23,152.0948535106633,200,Iowa,845059.0,20-25
361,Shabazz Napier,Orlando Magic,13,PG,24,161.45428924957616,175,Connecticut,1294440.0,20-25
362,Andrew Nicholson,Orlando Magic,44,PF,26,159.39834910964214,250,St. Bonaventure,2380593.0,26-30
363,Victor Oladipo,Orlando Magic,5,SG,24,170.76166220757645,210,Indiana,5192520.0,20-25
364,Elfrid Payton,Orlando Magic,4,PG,22,168.53418073306034,185,Louisiana-Lafayette,2505720.0,20-25
365,Jason Smith,Orlando Magic,14,PF,30,157.28521344703043,240,Colorado State,4300000.0,26-30
366,Nikola Vucevic,Orlando Magic,9,C,25,164.717424390318,260,USC,11250000.0,20-25
367,C.J. Watson,Orlando Magic,32,PG,32,166.1041480794746,175,Tennessee,5000000.0,31-35
368,Alan Anderson,Washington Wizards,6,SG,33,174.969733757376,220,Michigan State,4000000.0,31-35
369,Bradley Beal,Washington Wizards,3,SG,22,156.11450577060356,207,Florida,5694674.0,20-25
370,Jared Dudley,Washington Wizards,1,SF,30,156.10224052322798,225,Boston College,4375000.0,26-30
371,Jarell Eddie,Washington Wizards,8,SG,24,169.5150678539821,218,Virginia Tech,561716.0,20-25
372,Drew Gooden,Washington Wizards,90,PF,34,175.96875594797618,250,Kansas,3300000.0,31-35
373,Marcin Gortat,Washington Wizards,13,C,32,163.28099182774514,240,Unknown,11217391.0,31-35
374,JJ Hickson,Washington Wizards,21,C,27,179.50485598227047,242,North Carolina State,273038.0,26-30
375,Nene Hilario,Washington Wizards,42,C,33,156.6431966269554,250,Unknown,13000000.0,31-35
376,Markieff Morris,Washington Wizards,5,PF,26,152.79169513133158,245,Kansas,8000000.0,26-30
377,Kelly Oubre Jr.,Washington Wizards,12,SF,20,175.41591009265443,205,Kansas,1920240.0,20-25
378,Otto Porter Jr.,Washington Wizards,22,SF,23,169.14804142503004,198,Georgetown,4662960.0,20-25
379,Ramon Sessions,Washington Wizards,7,PG,30,171.65825127523374,190,Nevada,2170465.0,26-30
380,Garrett Temple,Washington Wizards,17,SG,30,173.0982858593748,195,LSU,1100602.0,26-30
381,Marcus Thornton,Washington Wizards,15,SF,29,173.51688157269183,205,LSU,200600.0,26-30
382,John Wall,Washington Wizards,2,PG,25,165.73839255248694,195,Kentucky,15851950.0,20-25
383,Darrell Arthur,Denver Nuggets,0,PF,28,158.71315861665184,235,Kansas,2814000.0,26-30
384,D.J. Augustin,Denver Nuggets,12,PG,28,156.69004140432855,183,Texas,3000000.0,26-30
385,Will Barton,Denver Nuggets,5,SF,25,169.52643435142602,175,Memphis,3533333.0,20-25
386,Wilson Chandler,Denver Nuggets,21,SF,29,163.0837520316206,225,DePaul,10449438.0,26-30
387,Kenneth Faried,Denver Nuggets,35,PF,26,156.0273495436963,228,Morehead State,11235955.0,26-30
388,Danilo Gallinari,Denver Nuggets,8,SF,27,169.74611339112323,225,Unknown,14000000.0,26-30
389,Gary Harris,Denver Nuggets,14,SG,21,176.5343963144936,210,Michigan State,1584480.0,20-25
390,Nikola Jokic,Denver Nuggets,15,C,21,153.70195266294587,250,Unknown,1300000.0,20-25
391,Joffrey Lauvergne,Denver Nuggets,77,C,24,163.3755246638999,220,Unknown,1709719.0,20-25
392,Mike Miller,Denver Nuggets,3,SG,36,179.62369648801803,218,Florida,947276.0,36 and above
393,Emmanuel Mudiay,Denver Nuggets,0,PG,20,177.4314530465268,200,Unknown,3102240.0,20-25
394,Jameer Nelson,Denver Nuggets,1,PG,34,179.02595274610695,190,Saint Joseph's,4345000.0,31-35
395,Jusuf Nurkic,Denver Nuggets,23,C,21,154.18399127491716,280,Unknown,1842000.0,20-25
396,JaKarr Sampson,Denver Nuggets,9,SG,23,166.03092809499412,214,St. John's,258489.0,20-25
397,Axel Toupane,Denver Nuggets,6,SG,23,165.38419930854946,210,Unknown,4833969.545861297,20-25
398,Nemanja Bjelica,Minnesota Timberwolves,88,PF,28,168.36875281911455,240,Unknown,3950001.0,26-30
399,Gorgui Dieng,Minnesota Timberwolves,5,C,26,169.64856501677198,241,Louisville,1474440.0,26-30
400,Kevin Garnett,Minnesota Timberwolves,21,PF,40,168.06977887728956,240,Unknown,8500000.0,36 and above
401,Tyus Jones,Minnesota Timberwolves,1,PG,20,166.311771293613,195,Duke,1282080.0,20-25
402,Zach LaVine,Minnesota Timberwolves,8,PG,21,172.03528797084076,189,UCLA,2148360.0,20-25
403,Shabazz Muhammad,Minnesota Timberwolves,15,SF,23,168.0374041705111,223,UCLA,2056920.0,20-25
404,Adreian Payne,Minnesota Timberwolves,33,PF,25,170.6524502870146,237,Michigan State,1938840.0,20-25
405,Nikola Pekovic,Minnesota Timberwolves,14,C,30,152.4902402470993,307,Unknown,12100000.0,26-30
406,Tayshaun Prince,Minnesota Timberwolves,12,SF,36,155.83844442425746,212,Kentucky,947276.0,36 and above
407,Ricky Rubio,Minnesota Timberwolves,9,PG,25,160.99953733187837,194,Unknown,12700000.0,20-25
408,Damjan Rudez,Minnesota Timberwolves,10,SF,29,152.70744199691916,230,Unknown,1149500.0,26-30
409,Greg Smith,Minnesota Timberwolves,4,PF,25,176.57743516103213,250,Fresno State,4833969.545861297,20-25
410,Karl-Anthony Towns,Minnesota Timberwolves,32,C,20,171.13371750720097,244,Kentucky,5703600.0,20-25
411,Andrew Wiggins,Minnesota Timberwolves,22,SG,21,174.18777683654903,199,Kansas,5758680.0,20-25
412,Steven Adams,Oklahoma City Thunder,12,C,22,160.8001115520072,255,Pittsburgh,2279040.0,20-25
413,Nick Collison,Oklahoma City Thunder,4,PF,35,156.75617040282876,255,Kansas,3750000.0,31-35
414,Kevin Durant,Oklahoma City Thunder,35,SF,27,162.21260576018977,240,Texas,20158622.0,26-30
415,Randy Foye,Oklahoma City Thunder,6,SG,32,177.88465474340924,213,Villanova,3135000.0,31-35
416,Josh Huestis,Oklahoma City Thunder,34,SF,24,153.42193272327205,230,Stanford,1140240.0,20-25
417,Serge Ibaka,Oklahoma City Thunder,9,PF,26,155.67823292135424,245,Unknown,12250000.0,26-30
418,Enes Kanter,Oklahoma City Thunder,11,C,24,176.85181684037187,245,Kentucky,16407500.0,20-25
419,Mitch McGary,Oklahoma City Thunder,33,PF,24,174.70124422007947,255,Michigan,1463040.0,20-25
420,Nazr Mohammed,Oklahoma City Thunder,13,C,38,157.46931854874177,250,Kentucky,222888.0,36 and above
421,Anthony Morrow,Oklahoma City Thunder,2,SG,30,155.78029792584968,210,Georgia Tech,3344000.0,26-30
422,Cameron Payne,Oklahoma City Thunder,22,PG,21,159.82309803306504,185,Murray State,2021520.0,20-25
423,Andre Roberson,Oklahoma City Thunder,21,SG,24,168.5393487029002,210,Colorado,1210800.0,20-25
424,Kyle Singler,Oklahoma City Thunder,5,SF,28,155.9020834568837,228,Duke,4500000.0,26-30
425,Dion Waiters,Oklahoma City Thunder,3,SG,24,154.13520885421335,220,Syracuse,5138430.0,20-25
426,Russell Westbrook,Oklahoma City Thunder,0,PG,27,158.21160795497843,200,UCLA,16744218.0,26-30
427,Cliff Alexander,Portland Trail Blazers,34,PF,20,157.3679069971325,240,Kansas,525093.0,20-25
428,Al-Farouq Aminu,Portland Trail Blazers,8,SF,25,173.1036056336883,215,Wake Forest,8042895.0,20-25
429,Pat Connaughton,Portland Trail Blazers,5,SG,23,153.5695887465714,206,Notre Dame,625093.0,20-25
430,Allen Crabbe,Portland Trail Blazers,23,SG,24,166.36340978927208,210,California,947276.0,20-25
431,Ed Davis,Portland Trail Blazers,17,C,27,159.25843565174418,240,North Carolina,6980802.0,26-30
432,Maurice Harkless,Portland Trail Blazers,4,SF,23,172.74219784386725,215,St. John's,2894059.0,20-25
433,Gerald Henderson,Portland Trail Blazers,9,SG,28,170.52878941863227,215,Duke,6000000.0,26-30
434,Chris Kaman,Portland Trail Blazers,35,C,34,150.42318005342412,265,Central Michigan,5016000.0,31-35
435,Meyers Leonard,Portland Trail Blazers,11,PF,24,167.65246599914508,245,Illinois,3075880.0,20-25
436,Damian Lillard,Portland Trail Blazers,0,PG,25,175.41929659002517,195,Weber State,4236287.0,20-25
437,C.J. McCollum,Portland Trail Blazers,3,SG,24,172.57210061518532,200,Lehigh,2525160.0,20-25
438,Luis Montero,Portland Trail Blazers,44,SG,23,166.58033407531894,185,Westchester CC,525093.0,20-25
439,Mason Plumlee,Portland Trail Blazers,24,C,26,179.37643839592633,235,Duke,1415520.0,26-30
440,Brian Roberts,Portland Trail Blazers,2,PG,30,163.62793862354826,173,Dayton,2854940.0,26-30
441,Noah Vonleh,Portland Trail Blazers,21,PF,20,177.3540788723564,240,Indiana,2637720.0,20-25
442,Trevor Booker,Utah Jazz,33,PF,28,165.5229197358522,228,Clemson,4775000.0,26-30
443,Trey Burke,Utah Jazz,3,PG,23,159.59285480463245,191,Michigan,2658240.0,20-25
444,Alec Burks,Utah Jazz,10,SG,24,170.4765039361313,214,Colorado,9463484.0,20-25
445,Dante Exum,Utah Jazz,11,PG,20,151.53331302961578,190,Unknown,3777720.0,20-25
446,Derrick Favors,Utah Jazz,15,PF,24,174.41145541162263,265,Georgia Tech,12000000.0,20-25
447,Rudy Gobert,Utah Jazz,27,C,23,168.39309024289875,245,Unknown,1175880.0,20-25
448,Gordon Hayward,Utah Jazz,20,SF,26,154.64294251158984,226,Butler,15409570.0,26-30
449,Rodney Hood,Utah Jazz,5,SG,23,151.9803573241005,206,Duke,1348440.0,20-25
450,Joe Ingles,Utah Jazz,2,SF,28,172.289082157384,226,Unknown,2050000.0,26-30
451,Chris Johnson,Utah Jazz,23,SF,26,179.9271251726009,206,Dayton,981348.0,26-30
452,Trey Lyles,Utah Jazz,41,PF,20,159.08404893036806,234,Kentucky,2239800.0,20-25
453,Shelvin Mack,Utah Jazz,8,PG,26,155.42820867984423,203,Butler,2433333.0,26-30
454,Raul Neto,Utah Jazz,25,PG,24,156.15405858505903,179,Unknown,900000.0,20-25
455,Tibor Pleiss,Utah Jazz,21,C,26,177.95149175498005,256,Unknown,2900000.0,26-30
456,Jeff Withey,Utah Jazz,24,C,26,153.0275973944319,231,Kansas,947276.0,26-30
457,Priyanka,Utah Jazz,34,C,25,167.86473015893785,231,Kansas,947276.0,20-25
